Pure Random,Latin Hypercube,Orthogonal,samples,square-prime-samples
1.5079644737231006,1.382300767579509,1.4539602363721358,1000.0,121.0
1.5293273037675112,1.4903715548629979,1.524102024571505,10000.0,841.0
1.5162582783285778,1.4969060675824646,1.5018206619243195,100000.0,2209.0
1.5084042966946034,1.5074618188985263,1.5231208977134407,200000.0,5041.0
1.5184888091126265,1.5073989870454547,1.511864335790688,400000.0,9409.0
1.5005712590116527,1.5079644737231006,1.518514359617527,600000.0,12769.0
1.50934677449068,1.5087655798497661,1.5022362781185192,800000.0,22201.0
1.5081781020235447,1.5087687214424197,1.5111219165718421,1000000.0,29929.0
